X,Y,FID,NAME,CLASS,ST,STFIPS,PLACEFIPS,CAPITAL,POP_CLASS,POPULATION,POP2010,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC
-87.602221467,41.5976659130001,211,South Holland,village,IL,17,1770850, ,6,21992,22030,4508,16350,45,135,1,1274,656,335,10208,11822,1070,1416,1806,1841,1230,1868,2818,3536,2724,1805,1181,735,41.7,39,43.6,7382,2.89,631,1035,1681,2110,227,928,5696,3.32,7797,415,6621,761
-89.648364321,39.799679056,212,Springfield,city,IL,17,1772000,State,8,115754,116250,88092,21510,239,2555,25,2325,766,3063,54825,61425,7547,7569,7065,7437,8044,16233,13856,16759,15152,8288,5654,2646,38.1,36.1,40,50714,2.23,9605,12440,7304,11556,1290,5274,28489,2.93,55729,5015,32217,18497
-89.6956872709999,41.7995128220001,213,Sterling,city,IL,17,1772546, ,6,15100,15370,12678,464,68,107,1,3715,1424,628,7296,8074,1108,1087,1082,1022,1011,1942,1848,2072,1668,1008,945,577,37.3,34.9,39.6,6303,2.38,1012,1411,1063,1488,248,688,3840,3.02,6947,644,3884,2419
-88.178140156,42.0208445600001,214,Streamwood,village,IL,17,1773157, ,6,40779,39858,26305,1798,348,5978,14,11238,4219,1196,19762,20096,3168,2882,2676,2740,2245,6394,6342,5878,4334,2048,859,292,34.7,34,35.5,13034,3.04,1460,1597,4246,3667,342,797,9945,3.49,13629,595,11527,1507
-88.8304625489999,41.1250494860001,215,Streator,city,IL,17,1773170, ,6,13130,13710,12505,340,42,60,3,1422,473,287,6620,7090,853,936,966,966,821,1640,1460,2037,1606,1119,847,459,39.9,37.5,41.8,5621,2.41,958,1150,917,1435,204,557,3481,3.04,6271,650,3739,1882
-87.810767598,41.7853630550001,216,Summit,village,IL,17,1773638, ,6,11000,11054,6386,1038,89,215,7,7042,2907,412,5607,5447,989,972,831,857,876,1801,1518,1352,890,539,285,144,30.3,30.3,30.3,3284,3.34,430,351,991,613,175,351,2496,3.82,3683,399,1693,1591
-89.985306387,38.5501637730001,217,Swansea,village,IL,17,1774119, ,6,14009,13430,10540,2225,23,244,25,309,68,305,6268,7162,756,857,921,860,719,1526,1715,2219,1708,929,758,462,41.6,40.1,42.9,5360,2.43,730,1079,1192,1555,112,403,3542,3.03,5704,344,4049,1311
-88.6828465,41.987253754,218,Sycamore,city,IL,17,1774223, ,6,17975,17519,16009,509,34,260,2,1229,369,336,8543,8976,1175,1332,1237,1127,1079,2853,2409,2548,1842,1033,640,244,34.8,33.8,35.9,6993,2.48,1115,1279,1649,1884,176,527,4574,3.06,7394,401,4836,2157
-89.3077825,39.5514985190001,219,Taylorville,city,IL,17,1774574, ,6,10805,11246,10880,92,20,65,7,186,41,141,5385,5861,743,623,699,743,665,1351,1333,1570,1371,947,737,464,41.1,38.5,43.6,4924,2.23,872,1115,787,1279,173,425,2908,2.85,5422,498,3208,1716
-87.785249915,41.5969405640001,220,Tinley Park,village,IL,17,1775484, ,7,56624,56703,50332,2085,80,2208,10,3898,1140,848,27242,29461,3286,3410,3902,3999,3172,7159,7143,9556,7548,3949,2542,1037,40,37.8,41.9,21666,2.62,2548,3944,5562,6746,348,1043,15142,3.2,22491,825,18674,2992
-89.8997395,38.7308424870001,221,Troy,city,IL,17,1776199, ,6,10306,9888,9283,199,32,103,10,259,69,192,4858,5030,691,707,724,765,673,1364,1435,1637,991,499,291,111,35.1,34,36.1,3783,2.61,476,560,1089,1052,105,308,2739,3.08,3960,177,2718,1065
-88.1929954999999,40.1018961730001,222,Urbana,city,IL,17,1777005, ,6,42554,41250,24902,6726,111,7328,58,2165,850,1275,20668,20582,1844,1358,1155,5602,10915,7456,3166,3233,2927,1559,1246,789,24.9,24.7,25.3,16961,2.02,5366,5228,1700,2784,222,977,6325,2.8,19090,2129,5930,11031
-87.960438138,42.233930947,223,Vernon Hills,village,IL,17,1777694, ,6,26008,25113,17927,549,44,4858,11,2860,1198,526,12049,13064,1655,1951,1869,1760,1073,2853,4262,4434,2914,1141,649,552,38.4,37.3,39.4,9517,2.63,1093,1697,3168,2490,149,479,6718,3.22,9956,439,6997,2520
-87.9778281069999,41.8858080910001,224,Villa Park,village,IL,17,1777993, ,6,22378,21904,17741,933,67,1141,1,3894,1537,484,11066,10838,1494,1385,1441,1517,1399,3123,3031,3676,2402,1261,831,344,37,36,38,8027,2.73,1273,1110,2030,2273,244,499,5624,3.28,8521,494,5792,2235
-88.1817094999999,41.818733261,225,Warrenville,city,IL,17,1778929, ,6,13348,13140,10800,514,80,486,3,2752,964,293,6536,6604,915,889,893,887,785,1934,1787,2231,1705,684,319,111,36.5,34.8,38.2,4890,2.68,680,773,1300,1386,115,300,3421,3.22,5125,235,3930,960
-89.405502973,40.701911108,226,Washington,city,IL,17,1779033, ,6,15351,15134,14627,78,19,153,7,248,62,188,7370,7764,1199,1228,1054,982,751,2052,2136,2080,1622,990,717,323,36.3,35,37.6,5870,2.56,709,932,1613,1880,131,360,4200,3.05,6189,319,4542,1328
-90.153935016,38.3399830440001,227,Waterloo,city,IL,17,1779150, ,6,10333,9811,9609,13,35,33,6,149,27,88,4657,5154,636,641,678,622,523,1204,1297,1526,1079,740,591,274,39.8,37.6,41.7,3860,2.48,471,656,940,1218,101,266,2720,2.96,4046,186,2891,969
-88.14974875,42.2606361570001,228,Wauconda,village,IL,17,1779267, ,6,13889,13603,11559,121,19,574,8,2424,1070,252,6905,6698,1112,1068,952,780,613,1950,2238,2146,1407,689,426,222,36.4,34.7,38.2,4981,2.71,719,804,1505,1251,128,254,3438,3.27,5363,382,3938,1043
-87.844240499,42.3725506970001,229,Waukegan,city,IL,17,1779293, ,7,89835,89078,41552,17081,1042,3825,52,47612,21884,3642,44885,44193,8187,7642,7079,6828,6758,14293,12591,11392,7680,3648,2140,840,30.5,30.2,30.9,28079,3.1,4076,3869,7856,5095,1350,3742,20045,3.66,30746,2667,14959,13120
-87.890758932,41.849093189,230,Westchester,village,IL,17,1780047, ,6,16749,16718,12434,2389,44,664,6,2485,882,299,7834,8884,1010,922,842,769,607,1727,2233,2487,2426,1507,1470,718,46.1,43.9,48,6865,2.42,846,1382,1438,2209,91,309,4626,3,7219,354,6286,579
-88.20414507,41.881729949,231,West Chicago,city,IL,17,1780060, ,6,27795,27086,18307,684,157,1597,14,13837,5585,742,13924,13162,2518,2526,2387,2085,1911,4007,4128,3576,2260,1056,452,180,30.2,29.5,30.9,7330,3.65,643,572,3142,1703,280,525,6086,3.95,7763,433,5062,2268
-87.900556286,41.8022480910001,232,Western Springs,village,IL,17,1780242, ,6,13156,12975,12554,46,11,180,1,361,69,114,6286,6689,806,1215,1327,1098,375,567,1745,2412,1607,943,655,225,42,41.1,42.8,4403,2.95,228,529,1771,1494,43,153,3646,3.32,4590,187,4161,242
-87.974275746,41.7948130460001,233,Westmont,village,IL,17,1780645, ,6,25021,24685,17937,2140,83,3089,6,2757,856,574,11546,13139,1645,1446,1389,1384,1433,3801,3255,3610,2928,1677,1229,888,38.9,36.5,41.1,10357,2.34,1707,2508,2078,2508,194,711,6125,3.06,11225,868,5538,4819
-88.09442525,41.858687886,234,Wheaton,city,IL,17,1781048, ,7,54379,52894,46165,2357,97,2721,13,2617,480,1061,25800,27094,2893,3474,3793,4381,4130,5841,6522,8555,6818,3304,2067,1116,38.2,35.8,40.3,19191,2.58,2229,3644,5253,5993,212,861,13299,3.15,20112,921,14096,5095
-87.923946872,42.130761009,235,Wheeling,village,IL,17,1781087, ,6,38486,37648,25220,898,291,4861,5,11758,5417,956,18525,19123,2646,2176,2090,2221,2252,6802,5246,5221,4389,2342,1432,831,36.1,34.5,38.1,14461,2.57,2278,2817,3480,3749,339,764,9336,3.22,15397,936,9332,5129
-87.729182383,42.077136587,236,Wilmette,village,IL,17,1782075, ,6,27447,27087,23148,215,16,2917,8,902,211,572,13000,14087,1459,2349,2539,2097,777,1105,3312,4897,3998,2260,1576,718,44.8,43.5,45.8,9742,2.77,711,1493,3456,3195,103,367,7533,3.23,10290,548,8482,1260
-87.742076878,42.106469675,237,Winnetka,village,IL,17,1782530, ,6,12368,12187,11554,33,11,403,3,271,41,142,6000,6187,664,1199,1460,1095,280,397,1450,2331,1649,858,618,186,42.6,41.7,43.4,4102,2.97,272,502,1720,1327,32,133,3328,3.39,4425,323,3655,447
-87.9805969559999,41.9663596120001,238,Wood Dale,city,IL,17,1782985, ,6,14160,13770,11489,168,30,721,2,2796,1067,293,6811,6959,757,765,846,849,771,1685,1750,2191,1870,1239,782,265,41.9,39.8,44.1,5171,2.66,679,825,1204,1691,114,267,3654,3.19,5529,358,4272,899
-88.028857057,41.7483751610001,239,Woodridge,village,IL,17,1783245, ,6,34190,32971,23426,2938,96,4127,11,4425,1589,784,16233,16738,2229,2114,2163,2123,2108,5243,4844,5327,4087,1853,668,212,36,34.9,37.1,12646,2.6,1947,2011,3195,3540,265,881,8664,3.17,13392,746,8488,4158
-90.0701645,38.867456393,240,Wood River,city,IL,17,1783271, ,6,10392,10657,10262,155,24,56,1,203,36,123,5163,5494,637,680,636,704,743,1562,1324,1578,1184,732,609,268,37.7,35.8,39.7,4445,2.35,828,887,760,1068,163,385,2704,2.95,4904,459,2983,1462
-88.435553494,42.310320002,241,Woodstock,city,IL,17,1783349, ,6,25224,24770,20675,562,97,578,17,5852,2313,528,12434,12336,1862,1840,1800,1725,1577,3866,3613,3462,2525,1321,745,434,34.3,33.1,35.5,9014,2.65,1376,1568,2368,2181,267,768,6033,3.26,9767,753,5891,3123
-87.7916886,41.6878031090001,242,Worth,village,IL,17,1783518, ,6,10457,10789,9710,279,17,205,1,1230,371,206,5370,5419,691,616,646,693,811,1542,1437,1796,1251,693,454,159,37.9,37.1,38.7,4304,2.48,800,765,849,1043,118,325,2726,3.14,4557,253,3034,1270
-88.448830817,41.6392581850001,243,Yorkville,city,IL,17,1784038, ,6,18123,16921,15362,562,36,261,2,1791,404,294,8369,8552,1459,1527,1423,1082,840,2867,2926,2107,1365,755,382,188,32.4,31.5,33.3,5912,2.84,713,786,2090,1501,168,391,4389,3.31,6353,441,4771,1141
-87.825213461,42.4433352720001,244,Zion,city,IL,17,1784220, ,6,24522,24413,11938,7566,107,563,14,6758,3006,1219,11679,12734,1948,2041,2218,2240,1570,3328,3390,3367,2182,1104,673,352,31.6,30.1,32.8,8034,2.98,975,1203,2067,1592,338,1248,5823,3.54,9062,1028,4766,3268
-85.689372186,40.0894819710001,245,Anderson,city,IN,18,1801468, ,7,55026,56129,44204,8532,185,265,25,2719,1444,1474,26873,29256,3775,3389,3341,4010,4553,7129,6815,7467,6503,4457,3158,1532,37.7,35.9,39.6,23560,2.28,4372,5297,3124,5306,801,2732,13756,2.91,27953,4393,13751,9809
-85.0547953929999,41.366906161,246,Auburn,city,IN,18,1802674, ,6,13055,12731,12341,57,24,93,0,332,95,121,6128,6603,892,924,909,803,726,1660,1648,1716,1470,933,695,355,37.7,35.8,39.5,5226,2.38,806,1074,1034,1369,183,459,3322,2.96,5692,466,3773,1453
-86.3901091589999,39.761143061,247,Avon,town,IN,18,1802908, ,6,17428,12446,10789,731,43,414,11,531,180,278,6012,6434,1077,1040,1037,859,558,1853,2086,1718,1227,573,285,133,34,33.7,34.3,4457,2.77,475,584,1574,1210,128,315,3384,3.2,4742,285,3549,908
-86.4821845,38.864724112,248,Bedford,city,IN,18,1804114, ,6,13067,13413,12902,106,37,120,3,243,65,180,6347,7066,868,828,796,780,799,1670,1473,1791,1716,1266,954,472,41.5,38,45.1,5801,2.22,952,1394,914,1491,166,498,3426,2.87,6553,752,3571,2230
-86.0869634539999,39.715328046,249,Beech Grove,city,IN,18,1804204, ,6,14782,14192,12984,461,46,100,5,589,303,293,6593,7599,870,1008,1018,955,951,1874,1767,2096,1537,941,744,431,37.6,34.8,40.2,5898,2.36,950,1351,926,1276,233,681,3567,2.98,6479,581,3284,2614
-86.5266928679999,39.1635302110001,250,Bloomington,city,IN,18,1805860, ,7,83901,80405,66751,3671,214,6399,42,2823,952,2376,40423,39982,3116,2535,2218,11372,25610,12542,5968,5562,5097,2904,2221,1260,24.1,24,24.2,31425,2.09,10050,10056,3065,4884,502,1586,11267,2.76,33239,1814,10382,21043
-86.383229898,39.83391326,251,Brownsburg,town,IN,18,1808416, ,6,25891,21285,19874,462,31,337,12,635,261,308,10213,11072,1598,1758,1715,1464,930,2857,3294,3101,2024,1232,912,400,35.9,34.5,37.2,7948,2.64,842,1252,2405,2263,200,604,5816,3.11,8376,428,6232,1716
-86.127242366,39.9745540160001,252,Carmel,city,IN,18,1810342, ,7,90578,79191,67654,2354,130,7009,20,2009,568,1456,38599,40592,5137,6749,7296,5674,2646,7456,12553,14031,9434,4692,2473,1050,39,38.3,39.7,28997,2.71,2902,4193,10336,8969,463,1251,21855,3.18,30738,1741,23347,5650
-87.423887809,41.3664992070001,253,Cedar Lake,town,IN,18,1811062, ,6,12572,11560,10965,53,29,45,3,754,274,191,5859,5701,838,892,879,754,732,1708,1677,1832,1253,609,285,101,34.9,34.7,35,4193,2.75,697,465,1156,1104,136,317,3002,3.23,4692,499,3235,958
-87.0498524289999,41.6005114780001,254,Chesterton,town,IN,18,1812412, ,6,13350,13068,12118,179,33,280,2,899,229,227,6361,6707,793,1027,1054,882,625,1653,1951,1964,1637,828,443,211,37.7,36.3,39,5029,2.58,684,765,1302,1421,146,403,3554,3.07,5354,325,3553,1476
-85.761839429,38.2842606670001,255,Clarksville,town,IN,18,1812934, ,6,22653,21724,18477,1221,75,155,8,2056,1248,540,10432,11292,1470,1310,1344,1441,1480,3181,2786,2911,2492,1609,1137,563,37.2,34.6,40,9175,2.34,1539,2125,1484,2097,317,891,5464,2.98,9839,664,5484,3691
-85.9159546239999,39.2100368860001,256,Columbus,city,IN,18,1814734, ,6,48868,44061,38305,1178,104,2467,31,2575,1086,890,21340,22721,3130,3090,2995,2953,2531,6045,6002,5922,5038,3227,2123,1005,37.1,35.4,38.7,17787,2.43,2751,3440,3872,4747,529,1471,11506,3,19700,1913,11118,6669
-85.14101501,39.6582407240001,257,Connersville,city,IN,18,1814932, ,6,13119,13481,12906,286,23,43,0,138,47,176,6424,7057,890,938,903,883,760,1617,1657,1685,1764,1216,775,393,39.4,37.9,41,5582,2.37,916,1126,928,1409,219,557,3506,2.95,6450,868,3373,2209
-86.896686668,40.0432630710001,258,Crawfordsville,city,IN,18,1815742, ,6,15852,15915,14664,271,59,143,5,1310,520,253,7972,7943,1140,966,904,1178,1485,1992,1832,2034,1689,1245,965,485,36.6,32.3,41.4,6396,2.31,1090,1444,1033,1574,261,619,3837,2.91,7154,758,3712,2684
-87.3471489999999,41.42138593,259,Crown Point,city,IN,18,1816138, ,6,30211,27317,24107,1711,52,484,3,2213,519,441,13661,13656,1550,1583,1620,1649,1585,3952,3608,3882,3483,2154,1493,758,39.6,36.7,42.8,10394,2.45,1428,1942,2292,3280,208,544,7001,3.01,10976,582,8200,2194
-87.516615647,41.4939938970001,260,Dyer,town,IN,18,1819270, ,6,16281,16390,14768,410,39,481,3,1520,401,288,7932,8458,811,1019,1185,1182,763,1635,2120,2781,2354,1309,790,441,42.8,41.5,44.1,5985,2.68,590,829,1615,2203,105,271,4552,3.12,6125,140,5460,525
-87.454889999,41.6372138140001,261,East Chicago,city,IN,18,1819486, ,6,28951,29698,10530,12736,187,34,12,15105,5371,828,13909,15789,2856,2674,2354,2334,2003,4155,3382,3684,2899,1689,1231,437,31.2,30.4,31.8,10724,2.75,1732,1762,1503,1492,446,2394,7197,3.42,12958,2234,4455,6269
-85.9652404999999,41.6810972810001,262,Elkhart,city,IN,18,1820728, ,7,52646,50949,33672,7862,290,452,33,11451,6575,2065,24545,26404,4818,4146,3764,3406,3480,7404,6618,6461,4977,2943,1923,1009,32.8,31.9,33.8,19261,2.6,3362,3830,3421,3654,864,2689,11942,3.25,22699,3438,9775,9486
-87.5578999159999,37.9757700210001,263,Evansville,city,IN,18,1822000, ,8,122721,117429,96266,14766,312,1160,84,3014,1522,3319,56493,60936,7929,7130,6788,7634,10091,17101,13494,16703,13675,8032,5979,2873,36.5,34.9,38.2,50588,2.23,10575,11702,6717,10871,1521,5495,28085,2.91,57799,7211,28354,22234
-86.012820225,39.9558007950001,264,Fishers,town,IN,18,1823278, ,7,94441,76794,65754,4299,126,4188,19,2638,816,1592,37303,39491,6824,7762,7151,4998,2405,11661,14803,11054,5908,2638,1244,346,33.1,32.6,33.6,27218,2.82,2827,3923,10852,6584,601,1570,20404,3.31,28511,1293,22406,4812
-85.1436212839999,41.088504255,265,Fort Wayne,city,IN,18,1825000, ,8,263854,253691,186763,39085,939,8379,154,20200,9441,8930,122783,130908,19243,18558,18001,18558,18452,35650,31713,34593,28567,15178,10372,4806,34.5,33.4,35.7,101585,2.44,18114,20001,19256,23716,3113,10853,63001,3.09,113541,11956,64291,37294
-86.5002535,40.278319154,266,Frankfort,city,IN,18,1825324, ,6,16174,16422,13775,105,57,29,1,4098,2156,299,8091,8331,1463,1334,1136,1127,1191,2266,1904,2035,1706,1035,780,445,33.6,31.8,35.8,5835,2.71,792,1040,1338,1404,226,634,3972,3.26,6551,716,3516,2319
-86.054208827,39.4934443130001,267,Franklin,city,IN,18,1825450, ,6,25281,23712,22514,325,62,184,2,586,239,386,11314,12398,1713,1785,1748,1763,1731,3226,3062,3032,2188,1453,1252,759,34.7,32.7,36.4,8885,2.54,1237,1625,2058,2257,330,857,5986,3.07,9895,1010,5846,3039
-87.34744187,41.5903999930001,268,Gary,city,IN,18,1827000, ,7,75383,80294,8619,68107,241,164,8,4128,1470,1685,36926,43368,6270,6188,6320,6022,4683,9167,8307,11209,10477,6303,3990,1358,36.7,34.4,38.6,31380,2.54,5201,6409,2936,4972,1037,6455,19691,3.23,39531,8151,16529,14851
-85.8301894479999,41.574113535,269,Goshen,city,IN,18,1828386, ,6,33428,31719,24812,815,163,381,11,8903,4693,844,15498,16221,2833,2386,2167,2317,2614,4535,3753,3544,2830,2021,1698,1021,32.7,30.8,34.6,11344,2.67,1518,2204,2463,2918,487,1101,7580,3.23,12631,1287,6644,4700
-86.10088825,41.7353375660001,270,Granger,Census Designated Place,IN,18,1828800, ,6,30440,30465,27512,773,41,1403,29,733,208,499,15091,15374,1783,2552,2876,2464,976,2235,4351,5321,4575,2093,986,253,40.8,40.5,41,10394,2.93,725,796,3854,4099,172,414,8855,3.2,10757,363,10069,325
-86.841863834,39.6430885310001,271,Greencastle,city,IN,18,1829358, ,6,10690,10326,9546,281,27,198,5,257,88,181,4820,5506,561,520,573,1369,1891,1031,1005,1031,883,641,531,290,27.5,26.2,28.7,3368,2.27,544,820,618,797,89,318,1989,2.93,3742,374,1873,1495
-85.77342069,39.794570003,272,Greenfield,city,IN,18,1829520, ,6,22283,20602,19909,121,54,174,5,368,76,263,9909,10693,1560,1559,1504,1285,1170,3054,2842,2660,2083,1401,1026,458,35.6,34.1,37.1,7983,2.51,1063,1496,1885,2044,314,696,5382,3.04,8818,835,5279,2704
-85.502110048,39.35138772,273,Greensburg,city,IN,18,1829718, ,6,12356,11492,11048,50,26,154,3,273,104,107,5504,5988,792,825,813,711,711,1584,1445,1534,1288,836,626,327,37,34.7,39.4,4661,2.38,745,956,864,1196,161,456,2927,2.98,5185,524,2726,1935
-86.1030669999999,39.608349774,274,Greenwood,city,IN,18,1829898, ,7,58164,49791,44841,845,128,1866,25,2476,1062,1024,24115,25676,3919,3647,3594,3214,3324,7930,6910,6440,5023,3060,1855,875,34,32.9,35.2,19615,2.51,2939,3721,4725,4921,598,1579,12845,3.09,21339,1724,12227,7388
-87.423991864,41.527843159,275,Griffith,town,IN,18,1830042, ,6,16090,16893,12797,2848,45,133,5,2248,652,413,8045,8848,1093,1081,1171,1233,1207,2439,2156,2688,1937,1021,651,216,36.1,35.1,37,6668,2.53,1017,1073,1270,1702,225,793,4559,3.06,7070,402,4403,2265
-87.507986791,41.605191844,276,Hammond,city,IN,18,1831000, ,7,78394,80830,47984,18224,411,804,24,27563,10723,2660,39628,41202,6262,6360,6019,6250,5693,11691,10370,11143,8416,4342,2966,1318,33.4,32.6,34.1,29949,2.67,5422,5207,5464,5631,1287,4007,19222,3.36,32945,2996,18366,11583
-87.458697509,41.548384393,277,Highland,town,IN,18,1833466, ,6,23594,23727,21027,997,49,380,1,3047,799,474,11386,12341,1214,1311,1474,1559,1263,3039,3134,3689,2943,1993,1526,582,41.5,39.2,43.5,9924,2.39,1431,1914,1955,2993,215,631,6547,2.97,10335,411,7808,2116
-87.272758505,41.513873145,278,Hobart,city,IN,18,1834114, ,6,28694,29059,24786,2025,107,298,4,4026,1153,686,14096,14963,1837,1857,1871,1830,1623,4284,3870,4237,3478,2146,1412,614,38,36.8,39.4,11650,2.48,1825,2110,2393,3242,358,844,7664,3.06,12399,749,8538,3112
-85.5067422829999,40.881027422,279,Huntington,city,IN,18,1835302, ,6,17124,17391,16768,99,77,90,6,420,106,245,8300,9091,1223,1132,1206,1450,1673,2325,2108,2238,1691,1162,793,390,33.6,32.2,35.1,6566,2.48,1043,1279,1337,1632,235,618,4197,3.06,7487,921,4350,2216
-86.146340942,39.77709915,280,Indianapolis,city,IN,18,1836003,State,9,864712,820445,507005,225355,2611,17236,384,77352,44789,23065,396346,424099,62232,56269,53493,56753,63652,132958,107759,114934,86359,45639,28133,12264,33.8,32.8,34.7,332199,2.42,63691,70137,54111,67154,11081,40153,196976,3.08,379856,47657,185487,146712
-86.940062038,38.393584344,281,Jasper,city,IN,18,1837782, ,6,15819,15038,14075,57,27,131,5,1153,605,138,7394,7644,1051,1047,1057,887,803,1936,1867,2267,1779,1135,794,415,39.3,36.9,41.6,5994,2.41,920,1129,1361,1748,171,381,3916,2.99,6419,425,4033,1961
-85.736723549,38.278306243,282,Jeffersonville,city,IN,18,1838358, ,6,47610,44953,36144,5953,129,513,22,1828,833,1359,21946,23007,3126,2896,2804,2609,2600,6999,6180,6638,5758,3011,1747,585,37.2,35.9,38.5,18580,2.37,3141,3643,3462,4727,568,1681,11697,2.95,19991,1411,12433,6147
-86.135069006,40.4680556260001,283,Kokomo,city,IN,18,1840392, ,7,57517,45468,37981,4852,175,451,11,1501,506,1492,21286,24182,3384,2985,2810,2854,2872,6113,5388,6393,5482,3633,2403,1151,38.1,36.2,39.9,19848,2.25,3509,4546,2882,4536,598,2345,11667,2.9,23010,3162,11770,8078
-86.859234954,40.399042411,284,Lafayette,city,IN,18,1840788, ,7,74473,67140,56108,4164,245,925,20,8107,3898,1780,32696,34444,5343,4388,3783,4306,6881,11898,8079,8108,6761,3869,2536,1188,32.1,31,33.2,28545,2.3,5978,6583,4469,6005,969,2838,15863,3,31260,2715,14646,13899
-87.266495947,41.577066091,285,Lake Station,city,IN,18,1841535, ,6,12604,12572,10023,455,66,40,3,3517,1470,515,6283,6289,958,912,903,915,751,1774,1654,1852,1507,789,438,119,35.4,34.7,36.3,4577,2.72,798,682,917,1024,203,479,3067,3.28,5137,560,3305,1272
-86.71365645,41.6076749480001,286,La Porte,city,IN,18,1842246, ,6,22556,22053,19549,672,58,100,2,2460,1088,584,10640,11413,1646,1527,1403,1388,1531,3194,2687,2869,2444,1450,1237,677,36.2,34.2,38.5,8962,2.39,1590,1955,1510,1999,354,917,5362,3.04,9992,1030,5291,3671
-86.021511085,39.8402006520001,287,Lawrence,city,IN,18,1842426, ,6,49044,46001,29056,11865,163,655,59,5155,2606,1597,21851,24150,3563,3579,3599,3390,2562,6842,6608,6857,4602,2261,1489,649,34.2,32.8,35.5,17864,2.56,2575,3260,3918,3969,607,2305,11949,3.12,19515,1651,12418,5446
-86.455146537,40.032431919,288,Lebanon,city,IN,18,1842624, ,6,17216,15792,15171,85,29,100,4,489,166,237,7577,8215,1120,1036,1078,1003,969,2193,2034,2296,1748,1136,784,395,37.4,35.6,39.4,6433,2.38,1022,1333,1312,1648,224,530,4049,2.97,7057,624,4157,2276
-86.3546431139999,40.752594861,289,Logansport,city,IN,18,1844658, ,6,18397,18396,14838,420,140,311,21,3973,2254,412,9066,9330,1494,1394,1335,1413,1210,2553,2232,2382,1823,1152,875,533,34.2,32.2,36.5,6877,2.57,1144,1421,1306,1487,271,761,4272,3.26,7822,945,4154,2723
-85.3969703289999,38.7580939210001,290,Madison,city,IN,18,1845990, ,6,12116,11967,11188,338,22,145,1,203,81,192,5363,6604,659,651,653,818,665,1431,1565,1836,1631,1055,701,302,42.2,41.6,42.7,5048,2.18,889,1183,756,1333,148,442,2951,2.79,5787,739,3160,1888
-85.6587138799999,40.552708446,291,Marion,city,IN,18,1846908, ,6,28890,29948,23400,4406,109,221,6,1656,720,1086,14086,15862,1927,1657,1648,2630,3343,3376,3218,3953,3409,2299,1673,815,36.2,35.3,37.1,11828,2.25,2225,2803,1451,2708,357,1430,6739,2.91,13715,1887,6699,5129
-86.420686156,39.422884083,292,Martinsville,city,IN,18,1847448, ,6,11815,11828,11529,24,38,43,15,154,65,114,5745,6083,838,844,782,833,871,1525,1527,1601,1288,882,596,241,36.5,34.6,38.4,4610,2.47,700,896,882,1148,196,447,2990,3.03,5073,463,2553,2057
-87.350344,41.485836625,293,Merrillville,town,IN,18,1848528, ,6,36305,35246,16338,15673,70,421,6,4533,1627,1111,16561,18685,2241,2394,2687,2645,2056,4809,4651,4876,4073,2238,1674,902,36.7,34.5,38.6,13696,2.54,1938,2701,2603,3188,431,1602,9016,3.16,14842,1146,9094,4602
-86.906160164,41.7178144960001,294,Michigan City,city,IN,18,1848798, ,6,31473,31479,20435,8856,120,229,8,1843,654,1177,16182,15297,2170,1959,2057,1979,2052,4715,4033,4628,3624,2128,1428,706,37,35.8,38.7,12136,2.37,2288,2632,1561,2493,473,1593,7147,3.05,14435,2299,7129,5007
-86.1664479519999,41.673442025,295,Mishawaka,city,IN,18,1849932, ,7,50193,48252,41538,3326,200,937,45,2175,796,1410,22703,25549,3299,3052,2985,3223,4117,7603,6032,6205,5178,3001,2320,1237,34.8,33.4,36.2,21343,2.21,4192,5325,3152,4425,657,2116,11730,2.92,24088,2745,11174,10169
-85.394384354,40.199082816,296,Muncie,city,IN,18,1851876, ,7,70163,70085,58853,7655,203,849,42,1579,532,1951,33306,36779,3889,3239,3175,7773,13726,8366,6626,7490,6722,4558,3063,1458,28.3,27.6,29.1,27722,2.22,6320,7357,3114,5613,758,2629,13928,2.85,31958,4236,14250,13472
-87.503920176,41.5469611130001,297,Munster,town,IN,18,1851912, ,6,23598,23603,20208,821,47,1377,3,2410,732,415,11341,12262,1001,1414,1796,1911,1014,1904,2840,4076,3223,1972,1612,840,44.8,43,46.1,9015,2.59,937,1526,2324,3005,169,465,6540,3.1,9393,378,7823,1192
-85.824402363,38.306587483,298,New Albany,city,IN,18,1852326, ,6,37838,36372,31194,3159,82,248,8,1338,622,1059,17283,19089,2554,2278,2178,2346,2620,5302,4484,5174,4379,2515,1761,781,37,35.3,38.6,15575,2.27,2889,3444,2091,3428,479,2015,9175,2.89,17315,1740,8733,6842
