X,Y,FID,NAME,CLASS,ST,STFIPS,PLACEFIPS,CAPITAL,POP_CLASS,POPULATION,POP2010,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC
-111.95410287,43.475792356,1,Ammon,city,ID,16,1601990, ,6,15181,13816,13002,73,67,113,9,884,307,245,6750,7066,1468,1503,1313,1058,734,2031,1767,1446,1136,665,486,209,29.6,28,30.8,4476,3.05,457,648,1618,1131,106,335,3352,3.61,4747,271,3205,1271
-112.345567024,43.1939371010001,2,Blackfoot,city,ID,16,1607840, ,6,11946,11899,9893,40,418,125,18,2192,1077,328,5907,5992,1239,1099,890,817,818,1799,1235,1330,1143,721,579,229,30.8,29.7,32.1,4229,2.74,563,690,1091,1081,174,381,2958,3.31,4547,318,2788,1441
-116.230110212,43.599014809,3,Boise City,city,ID,16,1608830,State,8,225405,205671,182991,3043,1404,6501,457,14606,5139,6136,101690,103981,13155,12933,12750,13959,16966,32135,27048,29595,24177,12176,7087,3690,35.3,34.4,36.5,85704,2.36,16605,18104,16708,21233,2414,5919,50647,2.97,92700,6996,52345,33359
-113.79329273,42.536740885,4,Burley,city,ID,16,1611260, ,6,10727,10345,7984,45,103,74,5,3460,1795,339,5136,5209,1073,959,790,768,699,1445,1136,1134,935,679,464,263,30.9,29.6,32.3,3644,2.76,498,634,950,861,139,358,2499,3.37,3885,241,2183,1461
-116.685618861,43.6616260530001,5,Caldwell,city,ID,16,1612250, ,7,53942,46237,35856,300,539,406,41,16347,7449,1646,22821,23416,4962,4397,3803,3779,3687,7571,5559,4744,3624,2296,1222,593,28.1,27.3,28.9,14895,3,1795,2250,4407,3113,686,1755,10776,3.51,16323,1428,9699,5196
-112.469557801,42.9227456730001,6,Chubbuck,city,ID,16,1614680, ,6,14655,13922,12596,62,339,159,36,1050,318,412,6766,7156,1512,1406,1157,929,822,2228,1646,1494,1333,753,438,204,30.2,29.7,30.7,4732,2.94,464,666,1558,1281,172,370,3586,3.4,4961,229,3324,1408
-116.793150119,47.704589083,7,Coeur d'Alene,city,ID,16,1616750, ,7,50469,44137,41417,175,520,364,63,1911,382,1216,21454,22683,2977,2755,2708,3108,3755,6536,5265,5601,5005,3083,2156,1188,35.4,33.7,37.6,18395,2.33,3269,4212,3244,4517,638,1524,10813,2.92,20219,1824,10365,8030
-116.350884489,43.694687644,8,Eagle,city,ID,16,1623410, ,6,25825,19908,18802,60,99,326,23,927,203,395,9776,10132,1101,1780,2121,1531,673,1296,2953,3468,2577,1448,675,285,40.6,40,41.1,7069,2.82,596,869,2349,2450,165,398,5585,3.2,7570,501,5770,1299
-116.2934025,43.6647005460001,9,Garden City,city,ID,16,1629620, ,6,12172,10972,9453,112,119,158,8,1509,780,342,5307,5665,696,613,589,639,706,1254,1199,1612,1597,1075,669,323,43.3,41.4,45.3,4878,2.22,868,1144,673,1390,140,372,2849,2.81,5429,551,3042,1836
-116.801122234,47.768560221,10,Hayden,city,ID,16,1636370, ,6,14759,13294,12642,27,123,114,12,562,92,284,6423,6871,926,973,943,875,623,1612,1718,1762,1577,1157,820,308,39.3,37.6,40.8,5212,2.54,615,938,1257,1641,165,315,3645,3.01,5563,351,3839,1373
-112.036104926,43.4876319680001,11,Idaho Falls,city,ID,16,1639700, ,7,60459,56813,50711,396,551,574,59,7357,3209,1313,28141,28672,5232,4783,4129,3942,3809,8607,6387,7261,5974,3373,2221,1095,32.4,31.6,33.3,21203,2.63,3189,3427,5392,5727,693,1706,14510,3.2,22977,1774,13923,7280
-114.515693137,42.718450239,12,Jerome,city,ID,16,1641320, ,6,11403,10890,8526,48,197,43,14,3739,1824,238,5494,5396,1227,1001,823,868,821,1728,1245,1155,915,570,398,139,28.8,28.2,29.5,3693,2.92,464,571,1052,779,210,385,2640,3.44,3985,292,2219,1474
-116.406397224,43.489696635,13,Kuna,city,ID,16,1644290, ,6,18179,15210,13872,94,125,108,19,1305,549,443,7585,7625,1694,1812,1481,1104,779,2852,2489,1473,851,430,173,72,27.9,27.4,28.3,4782,3.18,468,448,2027,1000,177,450,3838,3.53,5108,326,3819,963
-117.012528,46.402018556,14,Lewiston,city,ID,16,1646540, ,6,33087,31894,29942,106,555,255,30,904,236,770,15684,16210,1821,1873,1941,2260,2407,3902,3703,4342,3826,2662,2052,1105,39.9,38.1,41.6,13324,2.32,2366,2702,2339,3922,374,931,8201,2.87,14057,733,8851,4473
-116.396851761,43.617670134,15,Meridian,city,ID,16,1652120, ,7,94647,75092,69071,573,375,1345,106,5111,1449,2173,36796,38296,6981,7727,6880,5078,3296,10595,12280,9086,6456,3784,2062,867,32.4,31.7,33.1,25302,2.96,2231,3055,9157,7016,839,1946,19916,3.33,26674,1372,19445,5857
-116.99890247,46.730550457,16,Moscow,city,ID,16,1654550, ,6,25597,23800,21624,271,152,729,40,1091,337,647,12320,11480,1347,1051,921,3108,6043,3856,2007,1955,1753,884,552,323,24.5,24.3,24.8,9180,2.26,2477,2347,1541,1925,167,370,4335,2.91,9879,699,3780,5400
-115.696566959,43.1327915630001,17,Mountain Home,city,ID,16,1654730, ,6,13957,14206,11817,470,136,409,79,1692,675,620,7282,6924,1291,1111,950,983,1398,2452,1672,1742,1198,772,465,172,29.8,28.8,31.4,5648,2.49,1093,844,1384,1442,178,498,3686,3.06,6249,601,3508,2140
-116.562656716,43.5824858660001,18,Nampa,city,ID,16,1656260, ,7,91299,81557,67618,593,954,722,292,18653,8734,2644,39945,41612,7997,7788,7029,5973,5653,12661,10714,8618,6731,4400,2601,1392,30.1,29.3,30.9,27729,2.88,3330,4240,8062,6560,1191,2791,20016,3.36,30507,2778,18238,9491
-112.440331355,42.863825836,19,Pocatello,city,ID,16,1664090, ,7,55781,54255,49087,527,914,850,129,3909,1252,1496,27061,27194,4517,3946,3522,4107,5735,8989,5872,6165,5619,3017,1945,821,30.2,29.4,31.3,20832,2.53,3753,3718,4578,5246,706,1606,13253,3.1,22404,1572,13090,7742
-116.9491065,47.721973533,20,Post Falls,city,ID,16,1664810, ,6,31770,27574,25926,117,260,202,18,1280,278,773,13443,14131,2365,2336,2119,1912,1660,4136,3745,3433,2755,1866,952,295,33.2,32.3,34,10263,2.68,1289,1521,2726,2782,400,940,7396,3.1,11150,887,7078,3185
-111.792648167,43.822065211,21,Rexburg,city,ID,16,1667420, ,6,28019,25484,23901,161,60,305,48,1435,581,428,12057,13427,2452,1147,1010,3702,9420,3973,1086,1002,745,466,329,152,22.4,23,21.8,7179,3.41,947,1269,2148,2349,52,186,4925,3.17,7617,438,2205,4974
-114.463897472,42.5630295460001,22,Twin Falls,city,ID,16,1682810, ,6,49070,44125,39068,288,371,788,59,5765,2421,1130,21501,22624,3904,3365,2953,3184,3713,6785,4883,5085,4344,2946,1950,1013,32.1,31.2,32.9,16744,2.58,2526,3109,3762,4319,573,1440,11011,3.13,18033,1289,9919,6825
-87.9827877499999,41.9242414400001,23,Addison,village,IL,17,1700243, ,6,37260,36942,24962,1441,198,2730,3,14813,6607,1001,18551,18391,2857,2710,2603,2526,2655,5881,4910,4983,3953,2332,1196,336,33.7,33.1,34.3,11940,3.08,1318,1339,3472,3507,403,965,9253,3.49,12581,641,8170,3770
-88.3154634639999,42.1626889440001,24,Algonquin,village,IL,17,1700685, ,6,30536,30046,26214,525,58,2179,11,2045,542,517,14805,15241,1970,2519,2654,2276,1237,3012,5185,5514,3251,1460,729,239,38,37.6,38.4,10247,2.93,950,1103,3917,3187,168,462,8170,3.32,10727,480,9297,950
-87.735069999,41.6702781600001,25,Alsip,village,IL,17,1701010, ,6,19299,19277,13105,3495,71,440,21,3842,1661,484,9188,10089,1283,1270,1266,1377,1283,2908,2496,2883,2230,1248,744,289,36,34.5,37.4,7511,2.56,1157,1488,1543,1680,230,721,4842,3.24,7927,416,4835,2676
-90.182275169,38.8913614150001,26,Alton,city,IL,17,1701114, ,6,26822,27865,19082,7421,63,140,5,536,134,1020,13325,14540,2027,1897,1708,1797,2014,4154,3276,3971,3146,1890,1358,627,36,34.4,37.6,11734,2.33,2281,2544,1561,2390,382,1539,6854,3,13266,1532,7033,4701
-88.09435575,42.4783643740001,27,Antioch,village,IL,17,1701595, ,6,14421,14430,12813,444,24,538,14,1231,295,302,7138,7292,1126,1359,1221,1082,637,1697,2517,2160,1373,779,347,132,35.4,34.3,36.2,4993,2.89,513,606,1764,1310,124,408,3862,3.31,5273,280,3810,1183
-87.982545116,42.0955684630001,28,Arlington Heights,village,IL,17,1702154, ,7,76280,75101,66266,984,95,5349,8,4306,1289,1110,36019,39082,4149,4698,4742,4346,3400,8511,10241,12289,9805,6038,4459,2423,42.6,40.7,44.4,30919,2.41,4100,6493,7667,9634,311,1055,20305,3.04,32795,1876,23600,7319
-88.3067425,41.7591644990001,29,Aurora,city,IL,17,1703012, ,8,203195,197899,118172,21202,1004,13248,65,81809,37703,6505,98172,99727,18090,18354,16554,14900,12505,33201,31839,24308,15359,7312,3742,1735,30.7,30.2,31.3,62564,3.12,7709,8238,21319,12793,2317,6141,46404,3.63,67273,4709,43541,19023
-88.12784458,42.1515010470001,30,Barrington,village,IL,17,1703844, ,6,10479,10327,9509,100,21,379,0,468,145,173,4863,5464,559,855,946,769,314,673,1397,1899,1218,694,643,360,42.9,41.7,43.9,3909,2.6,399,783,1247,1071,63,189,2724,3.22,4234,325,3004,905
-88.1844878639999,41.991091791,31,Bartlett,village,IL,17,1704013, ,6,41945,41208,32397,966,100,5918,12,3557,1017,798,20205,21003,2796,3057,3342,2981,1884,4767,6866,7212,4840,1968,1057,438,37.8,36.9,38.7,14073,2.92,1240,1699,5200,4371,247,624,11111,3.35,14509,436,12686,1387
-88.309252051,41.8490150220001,32,Batavia,city,IL,17,1704078, ,6,26010,26045,23934,636,60,473,4,1775,528,410,12675,13370,1493,2055,2282,2012,1209,2262,3638,4843,3311,1329,950,661,40.4,38.9,41.5,9554,2.71,1020,1512,2996,2878,133,554,7007,3.23,10042,488,7462,2092
-87.8496791219999,42.428729789,33,Beach Park,village,IL,17,1704303, ,6,13523,13638,9398,1455,85,773,6,3420,1448,473,6687,6951,891,954,1075,992,716,1696,1903,2138,1621,926,517,209,37.7,36.4,39,4726,2.86,536,608,1309,1423,123,366,3568,3.29,5000,274,4087,639
-89.987376508,38.5161488,34,Belleville,city,IL,17,1704845, ,6,42721,44478,31029,11314,142,436,30,1163,287,1240,21107,23371,3002,2771,2795,2931,2993,6879,5804,6681,4867,2611,2130,1014,36.5,34.6,38.3,18795,2.3,3469,4173,3134,3999,523,2093,11081,2.98,21099,2304,11521,7274
-87.876172678,41.882894096,35,Bellwood,village,IL,17,1704975, ,6,19185,19071,2648,14407,43,123,1,3596,1508,341,8921,10150,1204,1324,1504,1614,1310,2365,2558,2753,2527,1186,536,190,35.9,33.3,38,6168,3.08,591,814,1301,1250,246,1048,4749,3.5,6627,459,4553,1615
-88.8353622499999,42.2550310020001,36,Belvidere,city,IL,17,1705092, ,6,25767,25585,19934,671,137,256,1,7838,3714,872,12632,12953,2007,2120,2217,2115,1557,3268,3754,3275,2236,1616,1025,395,33.6,32.4,34.7,8803,2.88,1121,1358,2419,2064,382,901,6283,3.42,9565,762,6190,2613
-87.943423299,41.9582956460001,37,Bensenville,village,IL,17,1705248, ,6,18868,18352,12345,646,179,888,3,8781,3748,543,9469,8883,1337,1209,1197,1229,1365,2999,2632,2561,1824,948,663,388,34.4,33.4,35.6,6312,2.89,1053,999,1611,1445,250,400,4230,3.5,6743,431,3384,2928
-87.790934497,41.84333414,38,Berwyn,city,IL,17,1705573, ,7,57911,56657,34270,3627,335,1425,17,33676,15075,1908,28052,28605,4549,4341,4291,4230,3977,8790,8497,7264,5410,2775,1693,840,32.9,32,33.8,18910,2.99,2874,2813,5061,3576,824,1998,13174,3.62,20719,1809,11312,7598
-88.095016,41.950324595,39,Bloomingdale,village,IL,17,1706587, ,6,22697,22018,17472,818,45,2791,5,1916,494,393,10509,11509,1140,1111,1194,1250,1194,2939,2927,3450,3215,1923,1102,573,42.5,40.5,44.2,8681,2.45,1188,1688,1865,2758,151,420,5788,3.03,9156,475,6426,2255
-88.997049107,40.4856686800001,40,Bloomington,city,IL,17,1706613, ,7,79009,76610,59353,7770,231,5343,28,4308,1667,2218,37280,39330,5377,5402,4964,5226,5734,12581,10606,10918,8107,3883,2587,1225,34.2,33.4,35,31663,2.35,5900,6813,6859,7522,686,2425,18872,3.02,34339,2676,19904,11759
-87.681763428,41.6646261270001,41,Blue Island,city,IL,17,1706704, ,6,24593,23706,9780,7304,195,87,21,11133,5605,714,11617,12089,1990,1997,1894,1926,1810,3496,3225,3252,2111,1072,635,298,31.3,29.8,32.7,8013,2.95,1270,1265,1831,1191,366,1222,5452,3.62,8854,841,4185,3828
-88.101165672,41.691251578,42,Bolingbrook,village,IL,17,1707133, ,7,74945,73366,39819,14999,230,8357,15,17957,7453,2493,36364,37002,5860,6446,6413,5845,4306,9875,12482,10453,7038,3096,1117,435,33.1,32.1,34,22212,3.29,1916,2081,8486,5675,721,1870,18168,3.64,23141,929,18460,3752
-87.876998854,41.1831922550001,43,Bourbonnais,village,IL,17,1707471, ,6,18295,18631,16144,1392,35,353,9,898,285,413,8861,9770,1112,1264,1312,1979,2200,2094,2271,2415,1993,1070,652,269,31.9,30.8,33,6147,2.63,684,1001,1550,1786,163,615,4448,3.09,6445,298,4169,1978
-87.852725,41.144729022,44,Bradley,village,IL,17,1707744, ,6,15940,15895,13872,998,38,185,6,1190,468,328,7683,8212,1234,1134,1145,1169,1026,2467,2187,2139,1535,901,624,334,34.1,32.7,35.5,6111,2.58,871,1116,1395,1498,243,587,4093,3.11,6415,304,3904,2207
-87.806664616,41.740209141,45,Bridgeview,village,IL,17,1708225, ,6,17040,16446,13890,481,26,503,2,2578,1081,463,8245,8201,1235,1151,1078,1072,1110,2337,2060,2376,1940,1105,691,291,36.2,35.3,37.2,5700,2.81,859,817,1502,1460,164,352,4015,3.42,5889,189,4051,1649
-87.847003337,41.8245289480001,46,Brookfield,village,IL,17,1708576, ,6,18924,18978,16830,476,42,285,5,3069,905,435,9188,9790,1184,1188,1165,1267,1023,2401,2807,3252,2292,1141,755,503,39.5,38.2,40.8,7423,2.54,1117,1287,1763,1960,159,531,5003,3.12,7785,362,5635,1788
-87.9764365,42.1545263580001,47,Buffalo Grove,village,IL,17,1709447, ,6,41503,41496,33122,416,67,6639,18,2040,587,647,20073,21423,2006,2618,3052,2960,1837,4186,6041,8005,5857,2559,1662,713,41.9,40.7,43.1,16206,2.55,1813,2757,4902,5085,198,659,11621,3.08,17034,828,13382,2824
-87.768499945,41.744418716,48,Burbank,city,IL,17,1709642, ,6,29000,28925,23634,544,114,726,12,7680,3252,643,14332,14593,1799,1883,2019,2266,2158,3710,3606,4338,3300,2022,1331,493,36.8,35.6,38.1,9287,3.09,945,1072,2706,2778,261,559,7247,3.54,9721,434,7484,1803
-87.919953743,41.748709519,49,Burr Ridge,village,IL,17,1709980, ,6,10783,10559,8487,209,5,1568,0,430,96,194,5149,5410,374,589,767,710,439,623,941,1822,2177,1242,606,269,50,49.3,50.5,3940,2.67,290,546,1006,1814,46,80,3103,3.07,4289,349,3630,310
-90.177647781,38.565037251,50,Cahokia,village,IL,17,1710370, ,6,13752,15241,5232,9484,30,30,2,298,155,308,7036,8205,1253,1311,1464,1497,1017,1956,1961,1978,1439,694,529,142,30.6,28.4,32.2,5126,2.93,675,715,710,883,204,1310,3707,3.41,6056,930,2948,2178
-87.538457857,41.6093253350001,51,Calumet City,city,IL,17,1710487, ,6,36686,37042,7101,26136,233,116,7,5574,2742,707,17050,19992,2575,2695,3074,3262,2440,4407,5128,5202,3923,2242,1478,616,35.1,31.7,37.3,13978,2.65,2017,2869,2218,2085,556,2615,9052,3.35,15646,1668,8107,5871
-88.4006045,41.938552633,52,Campton Hills,village,IL,17,1710906, ,6,11592,11131,10616,61,20,198,7,406,97,132,5645,5486,468,959,1180,1028,470,494,1498,2450,1662,650,219,53,42.2,42.3,42.1,3492,3.19,184,144,1503,1423,41,94,3157,3.36,3608,116,3418,74
-90.0410967779999,40.563171627,53,Canton,city,IL,17,1711007, ,6,14144,14704,12666,1204,76,67,1,662,544,146,8048,6656,774,780,807,834,1070,2271,2002,2077,1589,1117,915,468,39,36.5,43.5,5406,2.28,849,1198,903,1478,197,463,3317,2.86,5962,556,3630,1776
-89.22318644,37.7221237640001,54,Carbondale,city,IL,17,1711163, ,6,26126,25902,16169,6636,96,1466,21,1410,647,867,13742,12160,1047,866,733,3312,8745,4173,1862,1670,1566,845,675,408,24,23.8,24.2,11035,2.02,4135,3412,823,1277,144,721,3455,2.85,12419,1384,2751,8284
-88.130670547,41.9182411730001,55,Carol Stream,village,IL,17,1711332, ,6,40685,39711,28061,2438,116,5810,7,5633,2194,1085,19401,20310,2574,2552,2860,3301,2726,5604,5351,6951,4378,1704,1051,659,35.5,33.4,37.5,14264,2.78,1707,2279,4193,3818,319,1053,10247,3.33,15050,786,9849,4415
-88.264352139,42.118302628,56,Carpentersville,village,IL,17,1711358, ,6,39135,37691,23719,2566,206,2081,15,18877,7888,1216,18982,18709,3825,3881,3338,2752,2440,6457,6123,4343,2560,1210,611,151,29.3,29.1,29.6,10852,3.47,1104,1042,4163,2086,540,1168,8660,3.85,11583,731,8234,2618
-88.250026,42.2157492850001,57,Cary,village,IL,17,1711592, ,6,18082,18271,16786,120,30,445,2,1626,572,316,9015,9256,1187,1655,1709,1527,879,1748,2892,3464,1969,721,398,122,36.7,35.4,37.9,6045,3.02,474,650,2396,1794,86,348,4913,3.39,6258,213,5423,622
-89.1194545,38.5274503380001,58,Centralia,city,IL,17,1712164, ,6,12710,13032,11124,1334,51,93,1,281,89,340,6137,6895,905,748,762,843,793,1494,1392,1869,1738,1104,864,520,42,39,45,5505,2.3,929,1338,772,1284,155,624,3212,2.91,6378,873,3494,2011
-88.24923325,40.1202946880001,59,Champaign,city,IL,17,1712385, ,7,86805,81055,54918,12680,205,8566,58,5111,2203,2425,41256,39799,4389,3783,3569,9404,18201,12994,7958,7951,6652,3195,2152,807,25.8,24.9,27,32207,2.25,8902,8304,4613,6057,551,2260,14920,2.97,34434,2227,14722,17485
-88.2195483579999,41.4361283650001,60,Channahon,village,IL,17,1712476, ,6,13006,12560,11873,159,19,93,1,1020,245,170,6297,6263,817,1103,1198,1044,596,1354,2140,2100,1298,614,252,44,35.8,35.5,36.2,4024,3.12,325,294,1651,1310,75,168,3392,3.41,4193,169,3695,329
-88.1778217359999,39.4844558350001,61,Charleston,city,IL,17,1712567, ,6,21347,21838,19365,1537,38,355,9,651,168,366,10294,11544,816,783,725,3028,7214,2337,1528,1771,1557,974,716,389,23.9,24,23.8,7927,2.24,2148,2442,941,1441,151,439,3304,2.86,8641,714,3443,4484
-89.6960177999999,39.671543394,62,Chatham,village,IL,17,1712684, ,6,12608,11500,10760,284,10,213,8,227,45,180,5557,5943,885,992,897,804,485,1637,1718,1762,1275,649,299,97,35.3,34.5,36,4353,2.64,439,592,1320,1311,110,373,3306,3.04,4499,146,3574,779
-87.647146387,41.756488061,63,Chicago,city,IL,17,1714000, ,10,2781116,2695598,1212835,887608,13337,147164,1013,778862,360493,73148,1308072,1387526,185887,166077,164466,182933,223027,515551,378139,338737,262849,151095,89804,37033,33.1,32.4,33.8,1045560,2.52,225101,241603,165868,168435,28332,116555,576793,3.4,1194337,148777,469562,575998
-87.634581435,41.5101166210001,64,Chicago Heights,city,IL,17,1714026, ,6,30349,30276,11506,12573,181,107,10,10254,5036,863,14819,15457,2623,2566,2512,2630,2161,4200,3769,3753,2846,1629,1115,472,31.2,29.3,33.2,9587,3.09,1177,1312,2126,1711,396,1710,7077,3.62,11060,1473,5888,3699
-87.7794698069999,41.703408853,65,Chicago Ridge,village,IL,17,1714065, ,6,14543,14305,11883,1006,40,257,5,1776,689,425,7009,7296,1147,887,792,860,1071,2554,1835,1974,1450,871,595,269,34.3,33.1,35.8,5581,2.48,934,1165,1134,1110,158,514,3471,3.17,5919,338,3046,2535
-87.7592947049999,41.844533987,66,Cicero,town,IL,17,1714351, ,7,86915,83891,43579,3154,693,510,53,72609,32943,2959,42712,41179,8184,8064,7749,7231,6858,13759,12194,8972,5901,2734,1511,734,27.8,27.6,28,22101,3.79,2412,1862,8406,3144,1521,2787,17752,4.19,24329,2228,11054,11047
-89.976998,38.6778511210001,67,Collinsville,city,IL,17,1715599, ,6,24968,25579,21830,2567,58,196,12,1112,349,567,12501,13078,1759,1510,1463,1451,1912,4226,3189,3730,3011,1676,1199,453,36.5,34.8,38.1,10927,2.33,1953,2159,1902,2867,337,961,6781,2.91,11891,964,7115,3812
-87.72461072,41.5637612510001,68,Country Club Hills,city,IL,17,1716691, ,6,16306,16541,1442,14413,40,163,6,461,181,296,7516,9025,951,1198,1478,1501,932,1797,2202,2548,2088,1130,499,217,36.9,33.6,39.2,5662,2.92,472,930,1185,1222,169,986,4243,3.41,6102,440,4640,1022
-88.112908942,41.572302151,69,Crest Hill,city,IL,17,1717458, ,6,21128,20837,14070,4537,56,516,4,3732,1204,450,11631,9206,1320,1145,1095,1152,1617,3772,3248,2621,1942,1618,973,334,36,34.5,38.3,7269,2.43,1143,1504,1399,1865,196,648,4599,3.05,7704,435,5051,2218
-87.739749258,41.6452475930001,70,Crestwood,village,IL,17,1717497, ,6,10816,10950,9536,750,18,106,3,892,344,193,5114,5836,495,469,525,607,572,1519,1324,1638,1473,1070,801,457,44.7,40.6,48.3,4898,2.11,904,1363,688,1132,91,286,2619,2.9,5141,243,3893,1005
-88.329281023,42.231627077,71,Crystal Lake,city,IL,17,1717887, ,6,40354,40743,36748,398,172,1023,10,4770,1657,735,20117,20626,2477,3054,3617,3419,2142,4703,5982,7123,4156,2101,1320,649,36.8,34.9,38.7,14421,2.81,1637,2191,4650,3838,351,937,10551,3.31,15176,755,11314,3107
-87.611609726,40.142143779,72,Danville,city,IL,17,1718563, ,6,31670,33027,20654,9963,93,399,7,2154,768,1143,16526,16501,2532,2310,2183,2337,2123,4611,3779,4391,3833,2377,1704,847,36.1,34.5,38.1,12843,2.38,2175,2838,1665,2909,417,1955,7779,3.06,14719,1876,7412,5431
-87.9877155,41.7347665670001,73,Darien,city,IL,17,1718628, ,6,22543,22086,17985,706,28,2619,4,1386,359,385,10612,11474,941,1110,1413,1404,1063,2143,2641,3824,3658,2300,1141,448,45.9,44.1,47.3,8925,2.47,995,1594,1957,3276,115,417,6323,2.99,9275,350,7485,1440
-88.933468697,39.855663006,74,Decatur,city,IL,17,1718823, ,7,72665,76122,54509,17704,173,704,23,1650,659,2350,35642,40480,5089,4570,4356,5286,5780,9659,8168,10586,9795,6006,4547,2280,39,37.5,40.5,32344,2.23,5951,7262,3949,8143,853,3930,18991,2.86,36134,3790,20382,11962
-87.850890153,42.1657037570001,75,Deerfield,village,IL,17,1718992, ,6,18479,18225,17124,94,17,665,3,510,137,185,8807,9418,1043,1698,1648,1366,512,936,2627,3381,2402,1344,845,423,42.6,41.3,43.8,6638,2.73,525,1005,2433,2087,83,286,5104,3.2,6907,269,5793,845
-88.7475908389999,41.930001433,76,DeKalb,city,IL,17,1719161, ,6,43445,43862,32856,5596,115,1796,11,5504,2428,1060,22061,21801,2651,2115,1804,5448,12063,6298,3615,3628,2959,1529,1149,603,24.1,24,24.2,15386,2.44,3982,3858,2399,2705,364,1299,7508,3.07,16436,1050,6626,8760
-87.900824464,42.0343349,77,Des Plaines,city,IL,17,1719642, ,7,59445,58364,45133,1039,369,6674,9,10053,3721,1419,28423,29941,3151,3075,3216,3632,3213,7565,7511,9196,7812,4643,3437,1913,42.2,40.1,44.5,22700,2.53,3372,4470,5176,6727,392,935,14824,3.19,24075,1375,17991,4709
-89.4785108849999,41.8439591220001,78,Dixon,city,IL,17,1720162, ,6,15744,15733,13193,1598,37,152,6,1051,459,288,8673,7060,989,836,794,844,1012,2427,2234,2483,1866,1035,802,411,39.5,38.7,40.9,5826,2.26,1053,1346,899,1400,183,605,3387,2.9,6310,484,3765,2061
-87.603667,41.6299755970001,79,Dolton,village,IL,17,1720292, ,6,22542,23153,1438,21046,28,68,3,622,259,311,10565,12588,1437,1660,2012,2327,1529,2578,3098,3675,2724,1274,613,226,35.1,31.1,37.7,7834,2.92,824,1175,1366,1417,282,1703,5811,3.42,8720,886,5706,2128
-88.00177825,41.784533997,80,Downers Grove,village,IL,17,1720591, ,6,49990,47833,42356,1424,77,2635,4,2468,566,771,23061,24772,2639,3074,3122,2996,2509,5065,6108,8112,6912,3612,2386,1298,42.6,40.7,44.4,19187,2.46,2554,3841,4714,5944,269,781,12768,3.08,20478,1291,14808,4379
-90.4400673329999,41.5142911410001,81,East Moline,city,IL,17,1722073, ,6,20662,21302,15534,2730,67,433,14,4050,1827,697,10841,10461,1458,1280,1232,1288,1447,2945,2589,2903,2497,1752,1295,616,39,36.6,41.9,8530,2.32,1471,1833,1283,2208,252,925,5195,2.95,9058,528,5437,3093
-89.580751,40.673059202,82,East Peoria,city,IL,17,1722164, ,6,23544,23402,22335,236,71,239,8,517,114,399,11361,12041,1386,1413,1359,1439,1255,3152,2821,3377,3222,1940,1406,632,41,39.5,42.5,9966,2.32,1683,1873,1715,3155,263,732,6364,2.86,10590,624,7347,2619
-90.15062475,38.615773883,83,East St. Louis,city,IL,17,1722255, ,6,25458,27006,241,26454,28,26,4,133,29,224,12272,14734,2273,2214,2070,2212,1955,3198,3049,3393,3052,1974,1202,414,33.6,31.4,35.2,10119,2.63,1732,2002,625,1027,283,2728,6368,3.38,12055,1936,4602,5517
-89.9550177099999,38.8131375840001,84,Edwardsville,city,IL,17,1722697, ,6,25044,24293,21055,2008,43,586,19,473,112,470,11767,12526,1237,1432,1450,2414,3969,2758,2931,3086,2441,1355,818,402,30.7,29.3,32.2,9158,2.49,1679,1929,2065,2321,163,509,5531,3.01,9703,545,6129,3029
-88.550999823,39.1201177990001,85,Effingham,city,IL,17,1722736, ,6,12563,12328,11838,47,26,89,6,398,196,126,5914,6414,848,761,747,815,777,1705,1395,1724,1381,941,795,439,38.9,35.8,41.9,5340,2.24,918,1291,904,1300,161,464,3106,2.92,5696,356,3338,2002
-88.280879,42.039077347,86,Elgin,city,IL,17,1723074, ,8,115908,108188,71347,7982,1468,5809,37,47121,17661,3884,53888,54300,9492,8659,7971,7745,7366,17281,16018,13913,10399,5158,2857,1329,32.5,31.8,33.2,35094,3.03,4464,5271,10244,8200,1297,3190,25252,3.56,37848,2754,24569,10525
-87.9977904999999,42.0028729800001,87,Elk Grove Village,village,IL,17,1723256, ,6,33074,33127,27464,472,100,3348,4,3149,1110,629,15972,17155,1614,1677,2063,2221,1885,4066,4251,5867,4586,2518,1740,639,42.3,40.3,44.2,13307,2.48,1782,2593,3052,4146,174,642,8909,3.09,13905,598,10229,3078
-87.943141711,41.8971848670001,88,Elmhurst,city,IL,17,1723620, ,6,45294,44121,39478,841,53,2272,5,2898,773,699,21280,22841,2696,3492,3466,3478,2626,3505,6162,7310,5049,2954,2139,1244,40.1,38.7,41.1,15765,2.72,1784,2634,4916,4678,202,662,11333,3.28,16590,825,12724,3041
